distance_aa	sites_total	prob_neighbor_within_x	mean_other_methyl_args_within_x	sites_with_neighbor_within_x	ordered_neighbor_pairs_within_x	permutation	ptm_group
52	12826	0.4805083424294402	1.3951348822703882	6163	17894	1	Arg methylation
53	12826	0.4839388741618587	1.4150943396226414	6207	18150	1	Arg methylation
54	12826	0.48682363948230156	1.436769062841104	6244	18428	1	Arg methylation
55	12826	0.49009823795415564	1.4581319195384375	6286	18702	1	Arg methylation
56	12826	0.49259317012318726	1.4798066427569	6318	18980	1	Arg methylation
57	12826	0.4956338687041946	1.4997661001091533	6357	19236	1	Arg methylation
58	12826	0.49867456728520193	1.5176984250740684	6396	19466	1	Arg methylation
59	12826	0.5010135661936691	1.5364104163418058	6426	19706	1	Arg methylation
60	12826	0.503586464992983	1.5551224076095431	6459	19946	1	Arg methylation
61	12826	0.5063932636831436	1.57102760018712	6495	20150	1	Arg methylation
62	12826	0.5087322625916108	1.5911429907999377	6525	20408	1	Arg methylation
63	12826	0.5113831280212069	1.6079837829409014	6559	20624	1	Arg methylation
64	12826	0.5151255262747544	1.6285669733354124	6607	20888	1	Arg methylation
65	12826	0.5181662248557617	1.650865429596133	6646	21174	1	Arg methylation
66	12826	0.5205831903945112	1.6673943552159676	6677	21386	1	Arg methylation
67	12826	0.5237018556058007	1.6845470138780603	6717	21606	1	Arg methylation
68	12826	0.5265086542959613	1.704350537969749	6753	21860	1	Arg methylation
69	12826	0.5297052861375331	1.7207235303290191	6794	22070	1	Arg methylation
70	12826	0.5324341181974115	1.7375643224699828	6829	22286	1	Arg methylation
71	12826	0.5351629502572899	1.7537813815686887	6864	22494	1	Arg methylation
72	12826	0.5376578824263215	1.7701543739279588	6896	22704	1	Arg methylation
73	12826	0.5405426477467644	1.7879307656323093	6933	22932	1	Arg methylation
74	12826	0.5427257133946671	1.8043037579915795	6961	23142	1	Arg methylation
75	12826	0.5458443786059567	1.8219242164353657	7001	23368	1	Arg methylation
76	12826	0.5474037112116015	1.8358022766256041	7021	23546	1	Arg methylation
77	12826	0.5499766100109154	1.8534227350693904	7054	23772	1	Arg methylation
78	12826	0.5520037423982536	1.8697957274286605	7080	23982	1	Arg methylation
79	12826	0.5553563075003898	1.8916263839076874	7123	24262	1	Arg methylation
80	12826	0.5569156401060347	1.9092468423514735	7143	24488	1	Arg methylation
81	12826	0.5598004054264775	1.9254639014501793	7180	24696	1	Arg methylation
82	12826	0.56128177140184	1.9404334944643693	7199	24888	1	Arg methylation
83	12826	0.5633089037891782	1.9544674879151722	7225	25068	1	Arg methylation
84	12826	0.5645563698736941	1.9664743489786372	7241	25222	1	Arg methylation
85	12826	0.5655699360673632	1.982379541556214	7254	25426	1	Arg methylation
86	12826	0.5675970684547014	1.9995322002183065	7280	25646	1	Arg methylation
87	12826	0.5698581007328863	2.013722126929674	7309	25828	1	Arg methylation
88	12826	0.57172929985966	2.029315452986122	7333	26028	1	Arg methylation
89	12826	0.5732886324653048	2.0461562451270856	7353	26244	1	Arg methylation
90	12826	0.5750038983315141	2.0608139716201466	7375	26432	1	Arg methylation
91	12826	0.5771089973491346	2.077031030718852	7402	26640	1	Arg methylation
92	12826	0.5787462965850616	2.09122095743022	7423	26822	1	Arg methylation
93	12826	0.5809293622329643	2.104631217838765	7451	26994	1	Arg methylation
94	12826	0.5824107282083268	2.118665211289568	7470	27174	1	Arg methylation
95	12826	0.5837361609231249	2.1311398721347263	7487	27334	1	Arg methylation
96	12826	0.5859192265710276	2.1439263995010136	7515	27498	1	Arg methylation
97	12826	0.5879463589583658	2.15983159207859	7541	27702	1	Arg methylation
98	12826	0.5898955247154218	2.174489318571651	7566	27890	1	Arg methylation
99	12826	0.5921565569936067	2.1927335100576952	7595	28124	1	Arg methylation
100	12826	0.5937158895992515	2.206923436769063	7615	28306	1	Arg methylation
1	12826	0.02471542179946983	0.025105254950881024	317	322	2	Arg methylation
2	12826	0.06128177140184001	0.06549196943708092	786	840	2	Arg methylation
3	12826	0.08560736004989865	0.09652268828941213	1098	1238	2	Arg methylation
4	12826	0.10603461718384531	0.12802120692343677	1360	1642	2	Arg methylation
5	12826	0.12763137377202557	0.16139092468423516	1637	2070	2	Arg methylation
6	12826	0.14907219709964134	0.19741150787462966	1912	2532	2	Arg methylation
7	12826	0.17074692031810385	0.23717448931857166	2190	3042	2	Arg methylation
8	12826	0.18657414626539842	0.2707001403399345	2393	3472	2	Arg methylation
9	12826	0.2006861063464837	0.299547793544363	2574	3842	2	Arg methylation
10	12826	0.2140184001247466	0.33104631217838765	2745	4246	2	Arg methylation
11	12826	0.2267269608607516	0.3609854982067675	2908	4630	2	Arg methylation
12	12826	0.240215187899579	0.39404334944643693	3081	5054	2	Arg methylation
13	12826	0.25050678309683455	0.42351473569312337	3213	5432	2	Arg methylation
14	12826	0.26157804459691253	0.4570403867144862	3355	5862	2	Arg methylation
15	12826	0.2732730391392484	0.48853890534851085	3505	6266	2	Arg methylation
16	12826	0.28130360205831906	0.5150475596444721	3608	6606	2	Arg methylation
17	12826	0.2900358646499298	0.5399968813347887	3720	6926	2	Arg methylation
18	12826	0.29993762669577423	0.570092000623733	3847	7312	2	Arg methylation
19	12826	0.3073444565725869	0.5964447216591299	3942	7650	2	Arg methylation
20	12826	0.3150631529705286	0.6260720411663808	4041	8030	2	Arg methylation
21	12826	0.32348354904101045	0.6536722282862935	4149	8384	2	Arg methylation
22	12826	0.33081241228754094	0.6779978169343521	4243	8696	2	Arg methylation
23	12826	0.3377514423826602	0.7020115390612818	4332	9004	2	Arg methylation
24	12826	0.3442226726960861	0.7268049274910339	4415	9322	2	Arg methylation
25	12826	0.35053796974894746	0.7531576485264306	4496	9660	2	Arg methylation
26	12826	0.35583970060813974	0.7768595041322314	4564	9964	2	Arg methylation
27	12826	0.36246686418213003	0.8021206923436769	4649	10288	2	Arg methylation
28	12826	0.3673007952596289	0.8261344144706065	4711	10596	2	Arg methylation
29	12826	0.3747076251364416	0.8542024013722127	4806	10956	2	Arg methylation
30	12826	0.3795415562139404	0.8765008576329331	4868	11242	2	Arg methylation
31	12826	0.3853110868548261	0.9037891782317168	4942	11592	2	Arg methylation
32	12826	0.38975518478091375	0.9260876344924373	4999	11878	2	Arg methylation
33	12826	0.39607048183377513	0.9532200218306565	5080	12226	2	Arg methylation
34	12826	0.40152814595353187	0.9772337439575861	5150	12534	2	Arg methylation
35	12826	0.406440043661313	1.0010915328239514	5213	12840	2	Arg methylation
36	12826	0.41135194136909403	1.0244815219086232	5276	13140	2	Arg methylation
37	12826	0.41618587244659283	1.0466240449087791	5338	13424	2	Arg methylation
38	12826	0.42109777015437394	1.072041166380789	5401	13750	2	Arg methylation
39	12826	0.42663340090441293	1.0949633556837672	5472	14044	2	Arg methylation
40	12826	0.431233432091065	1.118353344768439	5531	14344	2	Arg methylation
41	12826	0.43583346327771716	1.1389365351629503	5590	14608	2	Arg methylation
42	12826	0.44043349446436925	1.1602993918602837	5649	14882	2	Arg methylation
43	12826	0.4452674255418681	1.1813503820364883	5711	15152	2	Arg methylation
44	12826	0.44893185716513334	1.201465772649306	5758	15410	2	Arg methylation
45	12826	0.4534539217215032	1.2212692967409948	5816	15664	2	Arg methylation
46	12826	0.45750818649617964	1.2463745516918758	5868	15986	2	Arg methylation
47	12826	0.46125058474972713	1.2682052081709028	5916	16266	2	Arg methylation
48	12826	0.4646031498518634	1.2909714642133168	5959	16558	2	Arg methylation
49	12826	0.46826758147512865	1.3128021206923437	6006	16838	2	Arg methylation
50	12826	0.47029471386246685	1.3304225791361297	6032	17064	2	Arg methylation
51	12826	0.4741930453765788	1.3538125682208015	6082	17364	2	Arg methylation
52	12826	0.47926087634492437	1.3765788242632153	6147	17656	2	Arg methylation
53	12826	0.4823015749259317	1.3974738811788554	6186	17924	2	Arg methylation
54	12826	0.4852643068766568	1.4144706065803836	6224	18142	2	Arg methylation
55	12826	0.48830500545766414	1.4327147980664277	6263	18376	2	Arg methylation
56	12826	0.49079993762669577	1.4539217215031965	6295	18648	2	Arg methylation
57	12826	0.49415250272883204	1.4726337127709341	6338	18888	2	Arg methylation
58	12826	0.49734913457040386	1.4929050366443162	6379	19148	2	Arg methylation
59	12826	0.5002338998908468	1.5122407609543116	6416	19396	2	Arg methylation
60	12826	0.503586464992983	1.5350070169967254	6459	19688	2	Arg methylation
61	12826	0.5056135973803212	1.552783408701076	6485	19916	2	Arg methylation
62	12826	0.5076407297676594	1.5711835334476845	6511	20152	2	Arg methylation
63	12826	0.5088881958521753	1.5878683923280836	6527	20366	2	Arg methylation
64	12826	0.5120848276937471	1.6058007172929987	6568	20596	2	Arg methylation
65	12826	0.5139560268205208	1.624200842039607	6592	20832	2	Arg methylation
66	12826	0.5159051925775768	1.6416653672228285	6617	21056	2	Arg methylation
67	12826	0.5183221581163262	1.6620926243567753	6648	21318	2	Arg methylation
68	12826	0.5208170902853578	1.6769062841104008	6680	21508	2	Arg methylation
69	12826	0.5243255886480587	1.6953064088570091	6725	21744	2	Arg methylation
70	12826	0.5268984874473726	1.7127709340402308	6758	21968	2	Arg methylation
71	12826	0.5283798534227351	1.7266489942304695	6777	22146	2	Arg methylation
72	12826	0.5312646187431779	1.7430219865897396	6814	22356	2	Arg methylation
73	12826	0.5338375175424919	1.761733977857477	6847	22596	2	Arg methylation
74	12826	0.5374239825354749	1.7804459691252144	6893	22836	2	Arg methylation
75	12826	0.5396850148136597	1.7971308280056135	6922	23050	2	Arg methylation
76	12826	0.541400280679869	1.809293622329643	6944	23206	2	Arg methylation
77	12826	0.5444409792608763	1.8264462809917354	6983	23426	2	Arg methylation
78	12826	0.5467020115390613	1.8435989396538282	7012	23646	2	Arg methylation
79	12826	0.5490410104475285	1.8596600654919695	7042	23852	2	Arg methylation
80	12826	0.5501325432714798	1.8750974582878528	7056	24050	2	Arg methylation
81	12826	0.5527834087010759	1.8913145173865586	7090	24258	2	Arg methylation
82	12826	0.5553563075003898	1.9108061749571184	7123	24508	2	Arg methylation
83	12826	0.5578512396694215	1.9271791673163885	7155	24718	2	Arg methylation
84	12826	0.5604241384687354	1.9424606268517075	7188	24914	2	Arg methylation
85	12826	0.5626851707469204	1.9610166848588804	7217	25152	2	Arg methylation
86	12826	0.5647902697645408	1.9759862778730704	7244	25344	2	Arg methylation
87	12826	0.5664275690004678	1.989864338063309	7265	25522	2	Arg methylation
88	12826	0.5682208014969593	2.0046779978169345	7288	25712	2	Arg methylation
89	12826	0.5695462342117573	2.0201153906128178	7305	25910	2	Arg methylation
90	12826	0.5714953999688134	2.0344612505847497	7330	26094	2	Arg methylation
91	12826	0.572664899423047	2.0491189770778107	7345	26282	2	Arg methylation
92	12826	0.573990332137845	2.0650241696553877	7362	26486	2	Arg methylation
93	12826	0.5763293310463122	2.0809293622329643	7392	26690	2	Arg methylation
94	12826	0.5782005301730859	2.0957430219865896	7416	26880	2	Arg methylation
95	12826	0.5799157960392952	2.1105566817402153	7438	27070	2	Arg methylation
96	12826	0.5818649617963512	2.126773740838921	7463	27278	2	Arg methylation
97	12826	0.5837361609231249	2.1429907999376265	7487	27486	2	Arg methylation
98	12826	0.5857632933104632	2.1584281927335103	7513	27684	2	Arg methylation
99	12826	0.5877904256978014	2.1733977857477	7539	27876	2	Arg methylation
100	12826	0.5891938250428816	2.186184313113987	7557	28040	2	Arg methylation
1	12826	0.028769686574146264	0.029471386246686417	369	378	3	Arg methylation
2	12826	0.06658350226103228	0.07157336659909559	854	918	3	Arg methylation
3	12826	0.08779042569780134	0.09932948697957274	1126	1274	3	Arg methylation
4	12826	0.10962108217682831	0.1328551380009356	1406	1704	3	Arg methylation
5	12826	0.13020427257133946	0.16450958989552472	1670	2110	3	Arg methylation
6	12826	0.15187899578980196	0.20193357243099952	1948	2590	3	Arg methylation
7	12826	0.17558085139560267	0.24309995322002184	2252	3118	3	Arg methylation
8	12826	0.19296740994854203	0.2794324029315453	2475	3584	3	Arg methylation
9	12826	0.20887260252611883	0.3126461874317792	2679	4010	3	Arg methylation
10	12826	0.22072353032901917	0.3424294401995946	2831	4392	3	Arg methylation
11	12826	0.2342897239981288	0.375487291439264	3005	4816	3	Arg methylation
12	12826	0.24816778418836738	0.41181974115078746	3183	5282	3	Arg methylation
13	12826	0.2606424450335256	0.4450335256510214	3343	5708	3	Arg methylation
14	12826	0.27101200686106347	0.47559644472165913	3476	6100	3	Arg methylation
15	12826	0.2806798690160611	0.5061593637922969	3600	6492	3	Arg methylation
16	12826	0.28964603149851864	0.5370341493840636	3715	6888	3	Arg methylation
17	12826	0.2997037268049275	0.5640106034617184	3844	7234	3	Arg methylation
18	12826	0.3082800561359738	0.591610790581631	3954	7588	3	Arg methylation
19	12826	0.3154529861219398	0.6154685794479963	4046	7894	3	Arg methylation
20	12826	0.3239513488227039	0.6468111648214564	4155	8296	3	Arg methylation
21	12826	0.3315920785903633	0.6719164197723374	4253	8618	3	Arg methylation
22	12826	0.33853110868548264	0.6979572742866054	4342	8952	3	Arg methylation
23	12826	0.3462498050834243	0.7224387961952284	4441	9266	3	Arg methylation
24	12826	0.3534227350693903	0.7491033837517542	4533	9608	3	Arg methylation
25	12826	0.3594261656011227	0.772805239357555	4610	9912	3	Arg methylation
26	12826	0.3660533291751131	0.7969748947450491	4695	10222	3	Arg methylation
27	12826	0.37158895992515206	0.8239513488227039	4766	10568	3	Arg methylation
28	12826	0.3748635583970061	0.8476532044285046	4808	10872	3	Arg methylation
29	12826	0.38016528925619836	0.8736940589427725	4876	11206	3	Arg methylation
30	12826	0.38515515359426167	0.8949009823795415	4940	11478	3	Arg methylation
31	12826	0.3886636519569624	0.9159519725557461	4985	11748	3	Arg methylation
32	12826	0.3939653828161547	0.9409012942460627	5053	12068	3	Arg methylation
33	12826	0.3991891470450647	0.963823483549041	5120	12362	3	Arg methylation
34	12826	0.4057383439887728	0.9887728052393575	5204	12682	3	Arg methylation
35	12826	0.41041634180570713	1.0118509278029004	5264	12978	3	Arg methylation
36	12826	0.41540620614377044	1.0349290503664432	5328	13274	3	Arg methylation
37	12826	0.42211133634804304	1.0555122407609543	5414	13538	3	Arg methylation
38	12826	0.42616560112271945	1.078590363324497	5466	13834	3	Arg methylation
39	12826	0.43014189926711366	1.1021362856697334	5517	14136	3	Arg methylation
40	12826	0.4355215967565882	1.1266178075783564	5586	14450	3	Arg methylation
41	12826	0.43871822859816	1.1465772649306096	5627	14706	3	Arg methylation
42	12826	0.44347419304537655	1.1693435209730236	5688	14998	3	Arg methylation
43	12826	0.44838609075315766	1.1924216435365664	5751	15294	3	Arg methylation
44	12826	0.4510369561827538	1.2126929674099485	5785	15554	3	Arg methylation
45	12826	0.45376578824263214	1.231093092156557	5820	15790	3	Arg methylation
46	12826	0.45891158584125996	1.2540152814595353	5886	16084	3	Arg methylation
47	12826	0.46195228442226727	1.2755340714174332	5925	16360	3	Arg methylation
48	12826	0.46577264930609696	1.2951816622485577	5974	16612	3	Arg methylation
49	12826	0.46967098082020897	1.3182597848121005	6024	16908	3	Arg methylation
50	12826	0.4719320130983939	1.3385311086854825	6053	17168	3	Arg methylation
51	12826	0.4753625448308124	1.3612973647278965	6097	17460	3	Arg methylation
52	12826	0.47980664275690005	1.383283954467488	6154	17742	3	Arg methylation
53	12826	0.48362700764072974	1.40355527834087	6203	18002	3	Arg methylation
54	12826	0.48674567285201936	1.4207079370029627	6243	18222	3	Arg methylation
55	12826	0.48908467176048653	1.4414470606580383	6273	18488	3	Arg methylation
56	12826	0.4930609699048807	1.4668641821300483	6324	18814	3	Arg methylation
57	12826	0.49594573522532354	1.486979572742866	6361	19072	3	Arg methylation
58	12826	0.4985186340246375	1.5069390300951193	6394	19328	3	Arg methylation
59	12826	0.5010135661936691	1.5242476220177763	6426	19550	3	Arg methylation
60	12826	0.5038203648838298	1.541400280679869	6462	19770	3	Arg methylation
61	12826	0.5072508966162482	1.5587088726025262	6506	19992	3	Arg methylation
62	12826	0.5095898955247155	1.57554966474349	6536	20208	3	Arg methylation
63	12826	0.5114610946514891	1.5933260564478404	6560	20436	3	Arg methylation
64	12826	0.5145797598627787	1.6117261811944488	6600	20672	3	Arg methylation
65	12826	0.5172306252923748	1.6327771713706534	6634	20942	3	Arg methylation
66	12826	0.5196475908311243	1.6486823639482302	6665	21146	3	Arg methylation
67	12826	0.5236238889755185	1.6677062217370966	6716	21390	3	Arg methylation
68	12826	0.52541712147201	1.6843910806174958	6739	21604	3	Arg methylation
69	12826	0.5278340870107594	1.7034149384063622	6770	21848	3	Arg methylation
70	12826	0.5310307188523312	1.7230625292374864	6811	22100	3	Arg methylation
71	12826	0.5336036176516451	1.739279588336192	6844	22308	3	Arg methylation
72	12826	0.5360205831903945	1.7567441135194137	6875	22532	3	Arg methylation
73	12826	0.5382036488382972	1.7729611726181194	6903	22740	3	Arg methylation
74	12826	0.5410104475284578	1.7915172306252924	6939	22978	3	Arg methylation
75	12826	0.5429596132855138	1.807734289723998	6964	23186	3	Arg methylation
76	12826	0.5447528457820053	1.822392016217059	6987	23374	3	Arg methylation
77	12826	0.5475596444721659	1.8393887416185872	7023	23592	3	Arg methylation
78	12826	0.5506003430531733	1.8582566661468891	7062	23834	3	Arg methylation
79	12826	0.552471542179947	1.8755652580695463	7086	24056	3	Arg methylation
80	12826	0.5552783408701076	1.8936535162950257	7122	24288	3	Arg methylation
81	12826	0.557695306408857	1.909714642133167	7153	24494	3	Arg methylation
82	12826	0.5598004054264775	1.9285825666614689	7180	24736	3	Arg methylation
83	12826	0.5619834710743802	1.9440199594573522	7208	24934	3	Arg methylation
84	12826	0.5641665367222829	1.9591454857321067	7236	25128	3	Arg methylation
85	12826	0.5662716357399034	1.9766100109153282	7263	25352	3	Arg methylation
86	12826	0.5690784344300639	1.9936067363168564	7299	25570	3	Arg methylation
87	12826	0.5718852331202245	2.0104475284578203	7335	25786	3	Arg methylation
88	12826	0.5745360985498207	2.026040854514268	7369	25986	3	Arg methylation
89	12826	0.5764852643068766	2.041634180570716	7394	26186	3	Arg methylation
90	12826	0.5792920629970373	2.0575393731482925	7430	26390	3	Arg methylation
91	12826	0.5803835958209886	2.07172929985966	7444	26572	3	Arg methylation
92	12826	0.5830344612505848	2.088881958521753	7478	26792	3	Arg methylation
93	12826	0.5842039607048184	2.1044752845782004	7493	26992	3	Arg methylation
94	12826	0.5863090597224387	2.119288944331826	7520	27182	3	Arg methylation
95	12826	0.5881022922189303	2.132699204740371	7543	27354	3	Arg methylation
96	12826	0.5903633244971153	2.148292530796819	7572	27554	3	Arg methylation
97	12826	0.5923904568844535	2.1627943240293153	7598	27740	3	Arg methylation
98	12826	0.5950413223140496	2.1785435833463276	7632	27942	3	Arg methylation
99	12826	0.5969125214408233	2.1944487759239046	7656	28146	3	Arg methylation
100	12826	0.5983938874161858	2.209886168719788	7675	28344	3	Arg methylation
1	12826	0.02151878995789802	0.021986589739591455	276	282	4	Arg methylation
2	12826	0.05870887260252612	0.0634648370497427	753	814	4	Arg methylation
3	12826	0.08459379385622953	0.09449555590207391	1085	1212	4	Arg methylation
4	12826	0.10665835022610323	0.12817714018400125	1368	1644	4	Arg methylation
5	12826	0.12576017464525183	0.15796039295181663	1613	2026	4	Arg methylation
6	12826	0.1497738967721815	0.1970996413535007	1921	2528	4	Arg methylation
7	12826	0.17215031966318417	0.23935755496647435	2208	3070	4	Arg methylation
8	12826	0.18883517854358334	0.2730391392484017	2422	3502	4	Arg methylation
9	12826	0.20598783720567598	0.30672072353032903	2642	3934	4	Arg methylation
10	12826	0.22095743021986589	0.3400904412911274	2834	4362	4	Arg methylation
11	12826	0.23491345704038671	0.37143302666458755	3013	4764	4	Arg methylation
12	12826	0.24769998440667396	0.40480274442538594	3177	5192	4	Arg methylation
13	12826	0.25806954623421174	0.4352097302354592	3310	5582	4	Arg methylation
14	12826	0.2676594417589272	0.4648370497427101	3433	5962	4	Arg methylation
15	12826	0.2774052705442071	0.49493216903165443	3558	6348	4	Arg methylation
16	12826	0.28707313269920476	0.522844222672696	3682	6706	4	Arg methylation
17	12826	0.2955714953999688	0.5484172774052706	3791	7034	4	Arg methylation
18	12826	0.30321222516762825	0.573990332137845	3889	7362	4	Arg methylation
19	12826	0.31022922189302976	0.5981599875253392	3979	7672	4	Arg methylation
20	12826	0.3191174177452051	0.62778730703259	4093	8052	4	Arg methylation
21	12826	0.326914080773429	0.6521128956806487	4193	8364	4	Arg methylation
22	12826	0.33385311086854824	0.6761266178075783	4282	8672	4	Arg methylation
23	12826	0.3416497738967722	0.7012318727584593	4382	8994	4	Arg methylation
24	12826	0.3481989708404803	0.7250896616248246	4466	9300	4	Arg methylation
25	12826	0.3557617339778575	0.7522220489630438	4563	9648	4	Arg methylation
26	12826	0.3619990644004366	0.7779510369561827	4643	9978	4	Arg methylation
27	12826	0.3669889287384999	0.8027444253859348	4707	10296	4	Arg methylation
28	12826	0.37299235927023233	0.8255106814283487	4784	10588	4	Arg methylation
29	12826	0.3800873226259161	0.8535786683299548	4875	10948	4	Arg methylation
30	12826	0.38476532044285044	0.8761889911118041	4935	11238	4	Arg methylation
31	12826	0.3920162170590987	0.9034773117105879	5028	11588	4	Arg methylation
32	12826	0.39708404802744424	0.9253079681896148	5093	11868	4	Arg methylation
33	12826	0.40246374551691877	0.9476064244503353	5162	12154	4	Arg methylation
34	12826	0.40784344300639325	0.9708404802744426	5231	12452	4	Arg methylation
35	12826	0.4124434741930454	0.9946982691408077	5290	12758	4	Arg methylation
36	12826	0.4176672384219554	1.0185560580071729	5357	13064	4	Arg methylation
37	12826	0.4228130360205832	1.0402307812256355	5423	13342	4	Arg methylation
38	12826	0.42764696709808203	1.0653360361765165	5485	13664	4	Arg methylation
39	12826	0.4321690316544519	1.0895056915640107	5543	13974	4	Arg methylation
40	12826	0.43645719631997504	1.1128956806486823	5598	14274	4	Arg methylation
41	12826	0.4409792608763449	1.135973803212225	5656	14570	4	Arg methylation
42	12826	0.44495555902073913	1.1573366599095587	5707	14844	4	Arg methylation
43	12826	0.4488538905348511	1.1779198503040698	5757	15108	4	Arg methylation
44	12826	0.453375955091221	1.2003742398253547	5815	15396	4	Arg methylation
45	12826	0.4584437860595665	1.2225167628255107	5880	15680	4	Arg methylation
46	12826	0.4617963511617028	1.2432558864805863	5923	15946	4	Arg methylation
47	12826	0.46530484952440354	1.2669577420863871	5968	16250	4	Arg methylation
48	12826	0.46935911429908	1.2856697333541245	6020	16490	4	Arg methylation
49	12826	0.4731015125526275	1.3078122563542804	6068	16774	4	Arg methylation
50	12826	0.47661001091532823	1.328551380009356	6113	17040	4	Arg methylation
51	12826	0.48058630905972244	1.3485108373616093	6164	17296	4	Arg methylation
52	12826	0.4839388741618587	1.368314361453298	6207	17550	4	Arg methylation
53	12826	0.4861219398097614	1.3870263527210354	6235	17790	4	Arg methylation
54	12826	0.48861687197879305	1.4040230781225636	6267	18008	4	Arg methylation
55	12826	0.49079993762669577	1.422423202869172	6295	18244	4	Arg methylation
56	12826	0.49360673631685636	1.4423826602214251	6331	18500	4	Arg methylation
57	12826	0.49633556837673476	1.4604709184469047	6366	18732	4	Arg methylation
58	12826	0.5004677997816934	1.480742242320287	6419	18992	4	Arg methylation
59	12826	0.5039762981443942	1.5002338998908467	6464	19242	4	Arg methylation
60	12826	0.5074068298768127	1.5220645563698736	6508	19522	4	Arg methylation
61	12826	0.5100576953064089	1.5406206143770467	6542	19760	4	Arg methylation
62	12826	0.5138000935599564	1.559644472165913	6590	20004	4	Arg methylation
63	12826	0.5167628255106814	1.5791361297364728	6628	20254	4	Arg methylation
64	12826	0.5200374239825355	1.5989396538281615	6670	20508	4	Arg methylation
65	12826	0.5225323561515671	1.620926243567753	6702	20790	4	Arg methylation
66	12826	0.5261188211445501	1.6371433026664588	6748	20998	4	Arg methylation
