window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
5	3	89	3	1.028	1.0	2.0	2.9182879377431905	1.545122236189365	0.000999000999000999	1187	1189	3	1.0	1187,1188,1189	Q15058	KIF14	0.035464535464535464	1.545122236189365
5	3	81	3	1.029	1.0	2.0	2.915451895043732	1.543719518489275	0.000999000999000999	688	693	3	1.0	688,689,693	Q9BZ76	CNTNAP3	0.035464535464535464	1.543719518489275
75	8	77	7	2.407	1.0	4.0	2.9081844619858743	1.540118780245194	0.000999000999000999	1338	1403	9	0.7777777777777778	1338,1355,1396,1398,1400,1401,1403	Q12888	TP53BP1	0.035464535464535464	1.825210106952185
50	4	64	4	1.379	1.0	2.0	2.9006526468455403	1.5363775431481066	0.000999000999000999	628	645	4	1.0	628,635,640,645	Q68CZ2	TNS3	0.035464535464535464	1.7710274302398392
5	9	61	4	1.382	1.0	2.0	2.8943560057887123	1.5332423842738288	0.000999000999000999	10	15	4	1.0	10,11,14,15	P33991	MCM4	0.035464535464535464	1.595968860378175
5	4	108	3	1.037	1.0	2.0	2.8929604628736745	1.5325466065700177	0.000999000999000999	1210	1213	3	1.0	1210,1212,1213	Q96L96	ALPK3	0.035464535464535464	1.5325466065700177
20	4	34	4	1.385	1.0	2.0	2.888086642599278	1.5301140237255364	0.000999000999000999	631	642	4	1.0	631,633,641,642	Q8IWZ8	SUGP1	0.035464535464535464	1.6472414749593633
75	11	116	8	2.772	2.0	5.0	2.886002886002886	1.5290727425248734	0.000999000999000999	55	118	11	0.7272727272727273	55,56,62,84,95,99,105,118	O60293	ZFC3H1	0.035464535464535464	1.867273616511937
5	4	144	3	1.04	1.0	2.0	2.8846153846153846	1.5283789723547887	0.000999000999000999	749	751	3	1.0	749,750,751	Q9BYB0	SHANK3	0.035464535464535464	1.5283789723547887
75	5	270	4	1.388	1.0	2.0	2.8818443804034586	1.5269924320838264	0.000999000999000999	540	563	4	1.0	540,544,553,563	Q9UKN7	MYO15A	0.035464535464535464	1.7784322114615907
50	6	327	4	1.389	1.0	2.0	2.8797696184305255	1.5259534006806945	0.000999000999000999	8	25	4	1.0	8,18,19,25	Q8IZT6	ASPM	0.035464535464535464	1.7771954389547389
10	3	105	3	1.044	1.0	2.0	2.8735632183908044	1.5228407888133586	0.000999000999000999	1375	1384	4	0.75	1375,1383,1384	O60241	ADGRB2	0.035464535464535464	1.5228407888133586
75	7	70	7	2.441	2.0	4.0	2.867677181482999	1.5198826269385373	0.000999000999000999	93	163	12	0.5833333333333334	93,95,119,142,154,161,163	Q13608	PEX6	0.035464535464535464	1.5198826269385373
75	7	80	6	2.094	1.0	3.0	2.865329512893983	1.5187010584524347	0.000999000999000999	1784	1859	10	0.6	1784,1809,1833,1843,1851,1859	Q5JRA6	MIA3	0.035464535464535464	1.6246626245414137
10	3	93	3	1.047	1.0	2.0	2.865329512893983	1.5187010584524347	0.000999000999000999	5	12	3	1.0	5,10,12	Q9P2K8	EIF2AK4	0.035464535464535464	1.5187010584524347
50	8	77	6	2.096	1.0	3.0	2.8625954198473282	1.517323783845793	0.000999000999000999	1355	1403	8	0.75	1355,1396,1398,1400,1401,1403	Q12888	TP53BP1	0.035464535464535464	1.825210106952185
50	11	116	7	2.446	2.0	4.0	2.861815208503679	1.5169305181923043	0.000999000999000999	55	105	9	0.7777777777777778	55,56,62,84,95,99,105	O60293	ZFC3H1	0.035464535464535464	1.867273616511937
10	3	90	3	1.053	1.0	2.0	2.8490028490028494	1.5104570643575266	0.000999000999000999	1099	1107	3	1.0	1099,1105,1107	A1L390	PLEKHG3	0.035464535464535464	1.5104570643575266
10	3	65	3	1.055	1.0	2.0	2.843601895734597	1.5077195017886957	0.000999000999000999	529	535	3	1.0	529,532,535	O75385	ULK1	0.035464535464535464	1.5077195017886957
10	3	50	3	1.055	1.0	2.0	2.843601895734597	1.5077195017886957	0.000999000999000999	456	464	3	1.0	456,463,464	P10253	GAA	0.035464535464535464	1.5077195017886957
10	3	81	3	1.058	1.0	2.0	2.835538752362949	1.5036228732692174	0.000999000999000999	688	693	3	1.0	688,689,693	Q9BZ76	CNTNAP3	0.035464535464535464	1.543719518489275
5	3	30	3	1.06	1.0	2.0	2.830188679245283	1.5008982359326817	0.000999000999000999	554	559	3	1.0	554,555,559	O60216	RAD21	0.035464535464535464	1.5008982359326817
30	4	41	4	1.415	1.0	2.0	2.8268551236749118	1.4991979469428425	0.000999000999000999	699	728	6	0.6666666666666666	699,713,721,728	P21399	ACO1	0.035464535464535464	1.4991979469428425
15	3	105	3	1.063	1.0	2.0	2.8222013170272815	1.4968209038521387	0.000999000999000999	1375	1384	4	0.75	1375,1383,1384	O60241	ADGRB2	0.035464535464535464	1.5228407888133586
5	5	151	3	1.067	1.0	2.0	2.8116213683223994	1.4914023245588184	0.000999000999000999	2128	2132	3	1.0	2128,2131,2132	O43497	CACNA1G	0.035464535464535464	1.8468432119385796
5	3	34	3	1.067	1.0	2.0	2.8116213683223994	1.4914023245588184	0.000999000999000999	217	222	3	1.0	217,219,222	Q9BZ67	FRMD8	0.035464535464535464	1.4914023245588184
15	3	93	3	1.067	1.0	2.0	2.8116213683223994	1.4914023245588184	0.000999000999000999	5	12	3	1.0	5,10,12	Q9P2K8	EIF2AK4	0.035464535464535464	1.5187010584524347
50	5	151	4	1.423	1.0	2.0	2.8109627547434997	1.4910643381356046	0.000999000999000999	2122	2132	4	1.0	2122,2128,2131,2132	O43497	CACNA1G	0.035464535464535464	1.8468432119385796
5	4	55	3	1.068	1.0	2.0	2.8089887640449436	1.4900508536956891	0.000999000999000999	232	237	3	1.0	232,234,237	Q9HAU4	SMURF2	0.035464535464535464	1.7636604608316264
10	3	69	3	1.068	1.0	2.0	2.8089887640449436	1.4900508536956891	0.000999000999000999	194	203	3	1.0	194,197,203	O15083	ERC2	0.035464535464535464	1.4900508536956891
15	3	90	3	1.069	1.0	2.0	2.8063610851262863	1.4887006476627527	0.000999000999000999	1099	1107	3	1.0	1099,1105,1107	A1L390	PLEKHG3	0.035464535464535464	1.5104570643575266
30	8	77	5	1.784	1.0	3.0	2.802690582959641	1.4868124796291446	0.000999000999000999	1396	1403	5	1.0	1396,1398,1400,1401,1403	Q12888	TP53BP1	0.035464535464535464	1.825210106952185
20	5	55	4	1.428	1.0	2.0	2.801120448179272	1.4860040206329874	0.000999000999000999	868	885	4	1.0	868,871,878,885	Q96EK7	FAM120B	0.035464535464535464	1.6223764623642731
30	13	52	9	3.214	2.0	5.0	2.8002489110143123	1.4855550724293056	0.000999000999000999	570	594	9	1.0	570,572,574,576,577,580,587,592,594	P49959	MRE11A	0.035464535464535464	1.6408537016132012
10	4	108	3	1.073	1.0	2.0	2.7958993476234855	1.4833124246267213	0.000999000999000999	1210	1213	3	1.0	1210,1212,1213	Q96L96	ALPK3	0.035464535464535464	1.5325466065700177
75	11	53	10	3.588	2.0	5.0	2.7870680044593086	1.478748204630188	0.000999000999000999	665	729	10	1.0	665,674,688,693,705,707,710,723,726,729	Q96QC0	PPP1R10	0.035464535464535464	1.478748204630188
50	15	127	10	3.592	2.0	5.0	2.7839643652561246	1.4771407448083023	0.000999000999000999	732	773	12	0.8333333333333334	732,733,740,741,749,756,757,765,772,773	Q8IXT5	RBM12B	0.035464535464535464	1.4771407448083023
15	8	85	4	1.437	1.0	2.0	2.7835768963117604	1.4769399382047506	0.000999000999000999	207	218	4	1.0	207,210,211,218	Q99569	PKP4	0.035464535464535464	1.7612131404128835
15	3	65	3	1.08	1.0	2.0	2.7777777777777777	1.4739311883324122	0.000999000999000999	529	535	3	1.0	529,532,535	O75385	ULK1	0.035464535464535464	1.5077195017886957
15	3	81	3	1.082	1.0	2.0	2.7726432532347505	1.471262001556428	0.000999000999000999	688	693	3	1.0	688,689,693	Q9BZ76	CNTNAP3	0.035464535464535464	1.543719518489275
10	3	30	3	1.083	1.0	2.0	2.770083102493075	1.4699292577749161	0.000999000999000999	554	559	3	1.0	554,555,559	O60216	RAD21	0.035464535464535464	1.5008982359326817
75	7	73	7	2.527	2.0	4.0	2.7700831024930745	1.469929257774916	0.000999000999000999	862	911	7	1.0	862,867,874,878,905,909,911	Q9P107	GMIP	0.035464535464535464	1.643212273209298
5	5	98	3	1.085	1.0	2.0	2.7649769585253456	1.4672674580514016	0.000999000999000999	1363	1367	3	1.0	1363,1365,1367	Q96MS0	ROBO3	0.035464535464535464	1.4672674580514016
30	8	85	5	1.813	1.0	3.0	2.7578599007170435	1.4635491698052914	0.000999000999000999	207	234	5	1.0	207,210,211,218,234	Q99569	PKP4	0.035464535464535464	1.7612131404128835
10	6	327	3	1.088	1.0	2.0	2.7573529411764706	1.4632839441329037	0.000999000999000999	18	25	3	1.0	18,19,25	Q8IZT6	ASPM	0.035464535464535464	1.7771954389547389
15	5	270	3	1.089	1.0	2.0	2.7548209366391188	1.4619585466663365	0.000999000999000999	540	553	3	1.0	540,544,553	Q9UKN7	MYO15A	0.035464535464535464	1.7784322114615907
5	3	24	3	1.091	1.0	2.0	2.749770852428964	1.459311399059636	0.000999000999000999	109	113	3	1.0	109,111,113	Q01094	E2F1	0.035464535464535464	1.459311399059636
20	7	71	5	1.819	1.0	3.0	2.748763056624519	1.4587825518979631	0.000999000999000999	138	155	6	0.8333333333333334	138,145,149,153,155	Q659C4	LARP1B	0.035464535464535464	1.4587825518979631
20	6	23	6	2.183	1.0	4.0	2.7485112230874944	1.4586503703924523	0.000999000999000999	5	24	6	1.0	5,7,9,12,16,24	Q12905	ILF2	0.035464535464535464	1.4586503703924523
20	6	77	5	1.82	1.0	3.0	2.7472527472527473	1.4579896444633909	0.000999000999000999	43	63	5	1.0	43,54,56,62,63	Q9H307	PNN	0.035464535464535464	1.4579896444633909
15	3	68	3	1.092	1.0	2.0	2.7472527472527473	1.4579896444633909	0.000999000999000999	1313	1326	3	1.0	1313,1318,1326	O75882	ATRN	0.035464535464535464	1.4579896444633909
20	3	93	3	1.092	1.0	2.0	2.7472527472527473	1.4579896444633909	0.000999000999000999	5	12	3	1.0	5,10,12	Q9P2K8	EIF2AK4	0.035464535464535464	1.5187010584524347
50	14	65	9	3.28	2.0	5.0	2.7439024390243905	1.4562291865989534	0.000999000999000999	964	1006	9	1.0	964,967,982,984,986,995,999,1002,1006	Q9NZB2	FAM120A	0.035464535464535464	1.4562291865989534
20	3	90	3	1.094	1.0	2.0	2.742230347349177	1.4553497625906866	0.000999000999000999	1099	1107	3	1.0	1099,1105,1107	A1L390	PLEKHG3	0.035464535464535464	1.5104570643575266
100	17	64	12	4.381	3.0	7.0	2.7391006619493266	1.4537022860602926	0.000999000999000999	1162	1261	13	0.9230769230769231	1162,1169,1173,1177,1190,1196,1203,1221,1240,1248,1250,1261	Q15596	NCOA2	0.035464535464535464	1.4537022860602926
100	20	250	8	2.921	2.0	4.0	2.738788086271825	1.4535376418329085	0.000999000999000999	2211	2289	9	0.8888888888888888	2211,2226,2228,2235,2240,2267,2277,2289	Q8NEZ4	MLL3	0.035464535464535464	1.4535376418329085
10	4	64	3	1.097	1.0	2.0	2.7347310847766635	1.4513989749800502	0.000999000999000999	635	645	3	1.0	635,640,645	Q68CZ2	TNS3	0.035464535464535464	1.7710274302398392
100	12	68	10	3.657	3.0	5.0	2.7344818156959256	1.451267468208081	0.000999000999000999	1038	1127	12	0.8333333333333334	1038,1044,1053,1059,1073,1084,1102,1103,1119,1127	Q5T0Z8	C6orf132	0.035464535464535464	1.451267468208081
15	7	30	6	2.195	1.0	3.0	2.7334851936218683	1.450741560960523	0.000999000999000999	29	43	6	1.0	29,35,37,38,41,43	Q96LA8	PRMT6	0.035464535464535464	1.450741560960523
20	3	65	3	1.098	1.0	2.0	2.73224043715847	1.4500844463780445	0.000999000999000999	243	259	3	1.0	243,252,259	O95835	LATS1	0.035464535464535464	1.4500844463780445
15	3	50	3	1.099	1.0	2.0	2.72975432211101	1.448771114434012	0.000999000999000999	456	464	3	1.0	456,463,464	P10253	GAA	0.035464535464535464	1.5077195017886957
20	3	81	3	1.101	1.0	2.0	2.7247956403269757	1.4461480318188744	0.000999000999000999	688	693	3	1.0	688,689,693	Q9BZ76	CNTNAP3	0.035464535464535464	1.543719518489275
30	7	84	5	1.836	1.0	3.0	2.7233115468409586	1.4453620361356414	0.000999000999000999	44	71	6	0.8333333333333334	44,47,61,69,71	Q96FS4	SIPA1	0.035464535464535464	1.5594274086140185
20	3	68	3	1.103	1.0	2.0	2.71985494106981	1.4435297097918607	0.000999000999000999	1313	1326	3	1.0	1313,1318,1326	O75882	ATRN	0.035464535464535464	1.4579896444633909
100	17	166	9	3.318	2.0	5.0	2.7124773960216997	1.439611115148536	0.000999000999000999	1616	1716	9	1.0	1616,1625,1639,1653,1671,1682,1706,1711,1716	Q9Y618	NCOR2	0.035464535464535464	1.439611115148536
100	7	84	7	2.583	2.0	4.0	2.7100271002710024	1.4383072786016908	0.000999000999000999	12	71	11	0.6363636363636364	12,13,44,47,61,69,71	Q96FS4	SIPA1	0.035464535464535464	1.5594274086140185
75	5	136	4	1.477	1.0	3.0	2.708192281651997	1.4373301738972977	0.000999000999000999	1761	1818	6	0.6666666666666666	1761,1775,1786,1818	Q8IWI9	MGA	0.035464535464535464	1.4373301738972977
15	9	61	5	1.848	1.0	3.0	2.7056277056277054	1.4359633381333916	0.000999000999000999	10	17	5	1.0	10,11,14,15,17	P33991	MCM4	0.035464535464535464	1.595968860378175
20	5	270	3	1.109	1.0	2.0	2.7051397655545535	1.4357031352215333	0.000999000999000999	540	553	3	1.0	540,544,553	Q9UKN7	MYO15A	0.035464535464535464	1.7784322114615907
50	8	47	7	2.588	2.0	4.0	2.7047913446676968	1.4355173047271834	0.000999000999000999	670	709	9	0.7777777777777778	670,672,683,693,695,707,709	Q9NYL2	MAP3K20	0.035464535464535464	1.4355173047271834
100	19	74	13	4.819	3.0	7.0	2.6976551151691224	1.43170591706319	0.000999000999000999	1154	1253	13	1.0	1154,1160,1166,1174,1175,1207,1219,1223,1227,1235,1242,1249,1253	Q08211	DHX9	0.035464535464535464	1.43170591706319
15	4	108	3	1.113	1.0	2.0	2.6954177897574123	1.4305089080412836	0.000999000999000999	1210	1213	3	1.0	1210,1212,1213	Q96L96	ALPK3	0.035464535464535464	1.5325466065700177
20	6	42	5	1.857	1.0	3.0	2.6925148088314486	1.4289542796140287	0.000999000999000999	87	103	5	1.0	87,95,97,99,103	O15371	EIF3D	0.035464535464535464	1.4289542796140287
20	3	50	3	1.116	1.0	2.0	2.6881720430107525	1.4266254735540556	0.000999000999000999	456	464	3	1.0	456,463,464	P10253	GAA	0.035464535464535464	1.5077195017886957
50	7	80	5	1.863	1.0	3.0	2.6838432635534084	1.4243004206078118	0.000999000999000999	1809	1859	8	0.625	1809,1833,1843,1851,1859	Q5JRA6	MIA3	0.035464535464535464	1.6246626245414137
30	4	55	4	1.492	1.0	2.0	2.680965147453083	1.4227524644068492	0.000999000999000999	232	239	4	1.0	232,234,237,239	Q9HAU4	SMURF2	0.035464535464535464	1.7636604608316264
10	4	69	3	1.12	1.0	2.0	2.6785714285714284	1.4214637684382767	0.000999000999000999	204	214	3	1.0	204,212,214	Q8IX01	SUGP2	0.035464535464535464	1.4214637684382767
30	4	34	4	1.494	1.0	3.0	2.677376171352075	1.4208198518728499	0.000999000999000999	631	642	4	1.0	631,633,641,642	Q8IWZ8	SUGP1	0.035464535464535464	1.6472414749593633
10	3	26	3	1.121	1.0	2.0	2.6761819803746656	1.4201762225778165	0.000999000999000999	7	17	3	1.0	7,15,17	Q96C92	SDCCAG3	0.035464535464535464	1.4201762225778165
100	11	111	7	2.617	2.0	4.0	2.6748184944593048	1.4194409976716564	0.000999000999000999	1854	1912	7	1.0	1854,1859,1862,1871,1899,1910,1912	Q93074	MED12	0.035464535464535464	1.575922513609639
100	8	77	7	2.618	2.0	4.0	2.6737967914438503	1.4188898247744504	0.000999000999000999	1338	1403	9	0.7777777777777778	1338,1355,1396,1398,1400,1401,1403	Q12888	TP53BP1	0.035464535464535464	1.825210106952185
5	4	40	3	1.125	1.0	2.0	2.6666666666666665	1.4150374992788437	0.000999000999000999	357	359	3	1.0	357,358,359	Q6P6C2	ALKBH5	0.035464535464535464	1.4150374992788437
75	5	88	5	1.876	1.0	3.0	2.6652452025586357	1.414268267034073	0.000999000999000999	1231	1283	11	0.45454545454545453	1231,1243,1245,1280,1283	P19174	PLCG1	0.035464535464535464	1.414268267034073
5	3	18	3	1.126	1.0	2.0	2.664298401420959	1.4137556733030137	0.000999000999000999	197	201	3	1.0	197,199,201	O43347	MSI1	0.035464535464535464	1.4137556733030137
75	5	98	5	1.879	1.0	3.0	2.660989888238425	1.411963028129394	0.000999000999000999	1314	1367	9	0.5555555555555556	1314,1334,1363,1365,1367	Q96MS0	ROBO3	0.035464535464535464	1.4672674580514016
75	13	52	12	4.521	3.0	7.0	2.6542800265428004	1.408320583064263	0.000999000999000999	570	616	12	1.0	570,572,574,576,577,580,587,592,594,604,606,616	P49959	MRE11A	0.035464535464535464	1.6408537016132012
75	7	108	6	2.261	1.0	4.0	2.6536930561698364	1.4080015086317141	0.000999000999000999	1378	1416	6	1.0	1378,1387,1395,1400,1405,1416	Q9P2R6	RERE	0.035464535464535464	1.5698931790035078
10	13	52	6	2.274	1.0	4.0	2.638522427440633	1.3997302464909953	0.000999000999000999	570	580	6	1.0	570,572,574,576,577,580	P49959	MRE11A	0.035464535464535464	1.6408537016132012
20	3	47	3	1.138	1.0	2.0	2.6362038664323375	1.3984619430766614	0.000999000999000999	612	631	3	1.0	612,617,631	P22681	CBL	0.035464535464535464	1.3984619430766614
10	6	77	4	1.52	1.0	2.0249999999999773	2.6315789473684212	1.3959286763311394	0.000999000999000999	54	63	4	1.0	54,56,62,63	Q9H307	PNN	0.035464535464535464	1.4579896444633909
75	4	64	4	1.525	1.0	3.0	2.6229508196721314	1.3911907573244762	0.000999000999000999	628	645	4	1.0	628,635,640,645	Q68CZ2	TNS3	0.035464535464535464	1.7710274302398392
20	7	30	6	2.288	1.0	4.0	2.6223776223776225	1.3908754486048538	0.000999000999000999	29	43	6	1.0	29,35,37,38,41,43	Q96LA8	PRMT6	0.035464535464535464	1.450741560960523
15	7	58	4	1.526	1.0	3.0	2.621231979030144	1.3902450378275564	0.000999000999000999	1308	1323	4	1.0	1308,1317,1322,1323	Q96PC5	CTAGE5	0.035464535464535464	1.3902450378275564
15	8	280	4	1.529	1.0	3.0	2.616088947024199	1.3874115933012825	0.000999000999000999	607	618	4	1.0	607,611,614,618	Q5T200	ZC3H13	0.035464535464535464	1.3874115933012825
10	6	42	4	1.529	1.0	3.0	2.616088947024199	1.3874115933012825	0.000999000999000999	95	103	4	1.0	95,97,99,103	O15371	EIF3D	0.035464535464535464	1.4289542796140287
75	20	250	7	2.687	2.0	4.0	2.6051358392259027	1.3813586007065253	0.000999000999000999	2211	2277	8	0.875	2211,2226,2228,2235,2240,2267,2277	Q8NEZ4	MLL3	0.035464535464535464	1.4535376418329085
50	22	164	9	3.459	2.0	5.0	2.6019080659150045	1.3795699877314713	0.000999000999000999	1065	1113	11	0.8181818181818182	1065,1067,1069,1077,1079,1097,1108,1110,1113	Q5JSZ5	PRRC2B	0.035464535464535464	1.3795699877314713
10	5	28	4	1.542	1.0	3.0	2.594033722438392	1.375197234747053	0.000999000999000999	500	510	4	1.0	500,504,507,510	Q9BZZ5	API5	0.035464535464535464	1.375197234747053
100	14	65	11	4.242	3.0	6.0	2.593116454502593	1.3746869977688292	0.000999000999000999	908	1006	14	0.7857142857142857	908,911,964,967,982,984,986,995,999,1002,1006	Q9NZB2	FAM120A	0.035464535464535464	1.4562291865989534
50	5	55	5	1.93	1.0	3.0	2.5906735751295336	1.3733272473940066	0.000999000999000999	868	893	5	1.0	868,871,878,885,893	Q96EK7	FAM120B	0.035464535464535464	1.6223764623642731
75	4	84	4	1.545	1.0	3.0	2.5889967637540456	1.3723931618703502	0.000999000999000999	950	1006	7	0.5714285714285714	950,972,977,1006	Q9NRJ4	TULP4	0.035464535464535464	1.3723931618703502
